   missn_time ,   Vind_kias ,   Vind_keas ,   Vtrue_ktas ,   Vtrue_ktgs ,   Machratio ,   VVI_fpm ,   Gloadnorml ,   Gloadaxial ,   Gload_side ,   pitch_deg ,   roll_deg ,   hding_true ,   hding_mag ,   alpha_deg ,   beta_deg ,   hpath_deg ,   vpath_deg ,   slip_deg ,   altftmsl ,   altftagl ,   onrunwy ,   dist__ft ,   N1_1_pcnt ,   Ngear__lb ,   MLgear__lb ,   MRgear__lb ,   L/Dratio ,   cltotal ,   cdtotal,
55.73895,94.30083,97.3329,94.73286,76.00848,0.14784,1645.86621,0.95857,0.24105,0.03334,13.75326,-0.16756,72.72937,48.98077,3.08394,1.22002,69.17898,10.56745,1.44853,399.64246,369.04077,0,2692.62183,93.76331,0,0,0,7.18805,0.93483,0.13005, 
55.84871,93.69765,96.85953,94.2754,76.02845,0.14713,1622.00012,1.07576,0.26429,0.01732,13.97536,0.57569,72.73195,48.98325,4.72162,0.53603,69.23031,10.65717,1.45104,402.24075,371.29056,0,2706.70459,93.76571,0,0,0,7.28276,1.05488,0.14485, 
55.93884,93.2723,96.5899,94.01565,76.06657,0.14672,1605.97058,1.16545,0.28291,-0.00171,14.0931,1.23121,72.72856,48.97979,5.84475,-0.21155,69.26647,10.86646,1.43023,404.40887,373.64481,0,2718.27417,93.76744,0,0,0,7.34609,1.14733,0.15618, 
56.06299,93.67145,97.5842,94.98724,76.15397,0.14824,1591.23328,1.32159,0.30692,-0.04638,14.07399,2.14469,72.74097,48.99211,7.24583,-1.81623,69.29328,11.36431,1.36198,407.49524,376.44992,0,2734.2229,93.76945,0,0,0,7.39759,1.27375,0.17219, 
56.15458,94.57763,98.58924,95.96857,76.24603,0.14977,1587.71155,1.38017,0.31056,-0.07594,13.84276,2.79097,72.7968,49.04787,7.37905,-2.72337,69.28726,11.88804,1.27411,409.88449,378.65701,0,2746.00342,93.77069,0,0,0,7.51002,1.30441,0.17369, 
56.27889,95.73195,99.46616,96.82648,76.36752,0.15111,1593.27246,1.28062,0.2778,-0.0838,13.16521,3.56428,72.98006,49.23104,5.68589,-2.89267,69.27383,12.55047,1.12821,413.30118,382.00745,0,2762.01611,93.77232,0,0,0,7.83768,1.19242,0.15214, 
56.38883,96.63912,99.93932,97.29114,76.42825,0.15184,1605.02136,1.06446,0.23482,-0.05496,12.31426,4.07405,73.24607,49.49696,3.15806,-1.84597,69.29009,12.84724,0.9993,416.43756,385.14056,0,2776.19482,93.77396,0,0,0,7.87316,0.98619,0.12526, 
56.4785,97.17229,101.42251,98.73839,76.44297,0.1541,1615.46765,0.95121,0.21026,-0.0474,11.58522,4.32222,73.51711,49.76793,1.78897,-1.39323,69.33829,12.84002,0.92416,419.01691,387.62497,0,2787.7644,93.77557,0,0,0,7.53704,0.85781,0.11381, 
56.58353,98.48199,101.53361,98.85042,76.44852,0.15428,1625.72461,0.83371,0.20309,0.00806,10.83989,4.3715,73.8888,50.13954,0.66132,0.47547,69.42661,12.68419,0.85565,422.01645,390.2511,0,2801.31592,93.77783,0,0,0,7.15207,0.75305,0.10529, 
56.69462,98.26118,101.28925,98.61663,76.45277,0.15392,1632.24707,0.77916,0.20085,0.07453,10.28146,4.12566,74.27827,50.52892,0.28879,2.46056,69.61505,12.38082,0.90451,425.12894,393.35413,0,2815.65015,93.78062,0,0,0,6.51277,0.70872,0.10882, 
56.81916,97.62086,100.74223,98.08842,76.46652,0.15309,1633.40369,0.79138,0.20517,0.13067,9.99057,3.59582,74.59193,50.84248,0.61674,4.11552,69.9278,12.00851,1.09355,428.52158,396.89908,0,2831.72217,93.78403,0,0,0,6.14244,0.72798,0.11852, 
56.92943,96.83702,100.04833,97.41663,76.49523,0.15205,1629.66235,0.8269,0.21075,0.1558,9.96152,3.02558,74.67602,50.92649,0.98461,4.70715,70.25742,11.72657,1.28177,431.44778,399.75119,0,2845.9563,93.78698,0,0,0,6.18074,0.77159,0.12484, 
57.01924,96.27905,99.47581,96.86217,76.52897,0.15118,1624.20679,0.84315,0.21309,0.15439,10.01729,2.5412,74.57767,50.82807,1.07146,4.50551,70.52824,11.53045,1.43127,433.7858,401.99274,0,2857.55493,93.78918,0,0,0,6.36429,0.79654,0.12516, 
57.14339,95.89845,99.02822,96.43037,76.5842,0.15051,1614.03613,0.84546,0.21271,0.1275,10.11998,1.82828,74.19569,50.446,0.96522,3.49415,70.85963,11.27952,1.63253,436.95792,405.21631,0,2873.5979,93.79179,0,0,0,6.7151,0.80696,0.12017, 
57.23503,95.80115,98.8341,96.24429,76.62839,0.15022,1604.78015,0.8275,0.2106,0.09074,10.17019,1.26853,73.76916,50.01939,0.68833,2.29708,71.04322,11.08188,1.76694,439.2558,407.47519,0,2885.44751,93.79338,0,0,0,6.97637,0.79365,0.11376, 
57.3595,95.83445,98.8101,96.22478,76.69218,0.15019,1589.75391,0.80501,0.20839,0.03035,10.18274,0.43946,73.0763,49.32643,0.39682,0.39194,71.18396,10.77886,1.85603,442.30859,410.71725,0,2901.55298,93.79514,0,0,0,7.23091,0.77237,0.10682, 
57.45166,96.06212,99.09281,96.50294,76.74316,0.15063,1576.64893,0.80614,0.20715,-0.01652,10.17038,-0.25397,72.55073,48.80079,0.50199,-0.97416,71.19901,10.54202,1.8319,444.51511,412.87762,0,2913.48755,93.79623,0,0,0,7.16005,0.76755,0.1072, 
57.54487,96.45989,99.6244,97.02345,76.79673,0.15144,1561.90088,0.84005,0.20708,-0.05671,10.1719,-1.04348,72.06735,48.31734,0.94549,-2.12258,71.14126,10.3284,1.73614,446.70142,414.85706,0,2925.56616,93.79726,0,0,0,7.02645,0.78873,0.11225, 
57.63329,97.00417,100.31749,97.70098,76.85242,0.1525,1547.11096,0.89884,0.21063,-0.08535,10.21093,-1.87018,71.69617,47.94609,1.63631,-2.86907,71.02667,10.18615,1.59895,448.742,417.01437,0,2937.03149,93.79823,0,0,0,7.00734,0.82952,0.11838, 
57.73626,97.91209,101.34197,98.7019,76.92818,0.15406,1530.12805,0.99574,0.21888,-0.10485,10.31033,-2.88126,71.40633,47.65617,2.57244,-3.22687,70.83249,10.13808,1.41147,451.10052,419.44089,0,2950.39478,93.79944,0,0,0,7.18534,0.89773,0.12494, 
57.81936,98.68243,102.326,99.66265,76.99915,0.15556,1517.76038,1.06889,0.22555,-0.10834,10.42586,-3.67163,71.3027,47.55247,3.19721,-3.19485,70.64153,10.20046,1.26042,453.01077,421.52695,0,2961.19043,93.80058,0,0,0,7.34447,0.94416,0.12855, 
57.92799,99.8827,103.51794,100.82706,77.10102,0.15738,1504.87891,1.14552,0.23143,-0.09586,10.59811,-4.55198,71.35084,47.60052,3.59797,-2.76528,70.36759,10.39477,1.08135,455.54449,423.79153,0,2975.31958,93.80233,0,0,0,7.67964,0.98896,0.12878, 
58.02544,100.84747,104.78474,102.06409,77.19165,0.15932,1497.37964,1.188,0.22995,-0.07434,10.74033,-5.09023,71.55669,47.80631,3.54084,-2.14861,70.1218,10.63195,0.95047,457.86935,426.21082,0,2988.00928,93.80421,0,0,0,8.00028,1.00224,0.12528, 
58.13213,103.46994,107.24127,104.46043,77.28257,0.16306,1494.11462,1.25523,0.22465,-0.03235,10.82927,-5.29262,71.92947,48.17899,3.50048,-0.971,69.87851,11.00222,0.85151,460.49313,428.63116,0,3001.92017,93.80666,0,0,0,8.29026,1.01174,0.12204, 
58.24336,104.81103,108.22649,105.42409,77.3615,0.16456,1496.97229,1.21607,0.21543,0.01763,10.80091,-5.11292,72.3999,48.64934,2.8511,0.20642,69.70046,11.39924,0.81483,463.32922,431.60312,0,3016.43823,93.80964,0,0,0,8.23906,0.96373,0.11697, 
